,mass,distance_pc,Earth_like_detectability,Super_Earth_detectability,Sub_Neptune_detectability,Neptune_like_detectability
1678,17695.23168,89.10167225313087,1,1,1,1
1679,20749.847999999998,96.68680945306689,1,1,1,1
1680,18265.507680000002,81.8302188769617,1,1,1,1
1681,18017.912640000002,97.0135961103138,1,1,1,1
1682,18041.95008,85.72952263451887,1,1,1,1
1683,17584.99344,90.49085107637808,1,1,1,1
1684,18627.76272,76.37617393699412,1,1,1,1
1685,19112.28144,50.07443454879629,1,1,1,1
1686,18477.67824,84.9161697052923,1,1,1,1
1687,18550.219632,92.92446507188602,1,1,1,1
1688,17926.272,84.14569617823342,1,1,1,1
1689,18315.48432,96.84985409819996,1,1,1,1
1690,18140.339615999997,71.20567988802476,1,1,1,1
1691,17194.79328,24.40895994528329,1,1,1,1
1692,23329.656000000003,98.71155761428034,1,1,1,1
1693,18531.58944,94.41230492498816,1,1,1,1
1694,18242.111999999997,95.50869458565325,1,1,1,1
1695,18580.819152,71.78139881250095,1,1,1,1
1696,19516.16352,95.9482231422736,1,1,1,1
1697,18026.146992,72.34726342559357,1,1,1,1
1698,18154.644480000003,89.6264597199111,1,1,1,1
1699,19155.25416,97.08143452497796,1,1,1,1
1700,18323.98848,60.69020043941448,1,1,1,1
1701,22021.441344,65.2317276387334,1,1,1,1
